Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,Sno,Sno.,ID
SRR29080723,AMPLICON,369,71931938,PRJNA1110039,SAMN41453264,SARS-CoV-2: wastewater surveillance,71920756,CSIR-NCL,2022-08-19,public,"sra,activ_sars2_vcf,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24604990,India,Asia,India: Maharashtra,MinION,environmental,PCMC83C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode54,SRP506919,NA,NA,NA,NA,NA,NA,,302,
SRR29080724,AMPLICON,397,36680650,PRJNA1110039,SAMN41453263,SARS-CoV-2: wastewater surveillance,36547292,CSIR-NCL,2022-08-25,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24604989,India,Asia,India: Maharashtra,MinION,environmental,PCMC84A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode53,SRP506919,NA,NA,NA,NA,NA,NA,,301,
SRR29080725,AMPLICON,378,55344833,PRJNA1110039,SAMN41453262,SARS-CoV-2: wastewater surveillance,55215976,CSIR-NCL,2022-08-29,public,"fastq,activ_sars2_vcf,sra","gs,s3,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX24604988,India,Asia,India: Maharashtra,MinION,environmental,IKZ85A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode51,SRP506919,NA,NA,NA,NA,NA,NA,,300,
SRR29080726,AMPLICON,331,44448987,PRJNA1110039,SAMN41453261,SARS-CoV-2: wastewater surveillance,45276531,CSIR-NCL,2022-09-06,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX24604987,India,Asia,India: Maharashtra,MinION,environmental,BUD91,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode50,SRP506919,NA,NA,NA,NA,NA,NA,,299,
SRR29080727,AMPLICON,353,85076209,PRJNA1110039,SAMN41453260,SARS-CoV-2: wastewater surveillance,85548002,CSIR-NCL,2022-09-05,public,"fastq,activ_sars2_vcf,sra","s3,gs,ncbi","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24604986,India,Asia,India: Maharashtra,MinION,environmental,PMC91C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode49,SRP506919,NA,NA,NA,NA,NA,NA,,298,
SRR29080728,AMPLICON,326,28364975,PRJNA1110039,SAMN41453259,SARS-CoV-2: wastewater surveillance,28945552,CSIR-NCL,2022-06-21,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24604985,India,Asia,India: Maharashtra,MinION,environmental,AMN63A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode48,SRP506919,NA,NA,NA,NA,NA,NA,,297,
SRR29080729,AMPLICON,379,111958716,PRJNA1110039,SAMN41453232,SARS-CoV-2: wastewater surveillance,111974428,CSIR-NCL,2022-08-30,public,"activ_sars2_vcf,sra,fastq","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24604984,India,Asia,India: Maharashtra,MinION,environmental,SUR85B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode04,SRP506919,NA,NA,NA,NA,NA,NA,,270,
SRR29080730,AMPLICON,396,100948377,PRJNA1110039,SAMN41453258,SARS-CoV-2: wastewater surveillance,100346744,CSIR-NCL,2022-07-12,public,"fastq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX24604983,India,Asia,India: Maharashtra,MinION,environmental,BEED72A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode45,SRP506919,NA,NA,NA,NA,NA,NA,,296,
SRR29080731,AMPLICON,354,71114948,PRJNA1110039,SAMN41453257,SARS-CoV-2: wastewater surveillance,71825915,CSIR-NCL,2022-08-03,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX24604982,India,Asia,India: Maharashtra,MinION,environmental,AMN81B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode43,SRP506919,NA,NA,NA,NA,NA,NA,,295,
SRR29080732,AMPLICON,358,79844751,PRJNA1110039,SAMN41453256,SARS-CoV-2: wastewater surveillance,80443959,CSIR-NCL,2022-08-24,public,"fastq,activ_sars2_vcf,sra","s3,ncbi,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX24604981,India,Asia,India: Maharashtra,MinION,environmental,KOP84A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode41,SRP506919,NA,NA,NA,NA,NA,NA,,294,
SRR29080733,AMPLICON,344,57151344,PRJNA1110039,SAMN41453255,SARS-CoV-2: wastewater surveillance,57731029,CSIR-NCL,2022-08-30,public,"fastq,activ_sars2_vcf,sra","gs,s3,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24604980,India,Asia,India: Maharashtra,MinION,environmental,AU85A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode40,SRP506919,NA,NA,NA,NA,NA,NA,,293,
SRR29080734,AMPLICON,380,23207692,PRJNA1110039,SAMN41453254,SARS-CoV-2: wastewater surveillance,23124700,CSIR-NCL,2022-08-29,public,"fastq,activ_sars2_vcf,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX24604979,India,Asia,India: Maharashtra,MinION,environmental,SMK85B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN132_barcode39,SRP506919,NA,NA,NA,NA,NA,NA,,292,
SRR29080735,AMPLICON,451,163481968,PRJNA1110039,SAMN41453253,SARS-CoV-2: wastewater surveillance,160142616,CSIR-NCL,2022-09-06,public,"activ_sars2_vcf,fastq,sra","s3,ncbi,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24604942,India,Asia,India: Maharashtra,MinION,environmental,PNVL91,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode38,SRP506919,NA,NA,NA,NA,NA,NA,,291,
SRR29080736,AMPLICON,415,131035579,PRJNA1110039,SAMN41453395,SARS-CoV-2: wastewater surveillance,128732419,CSIR-NCL,2023-03-14,public,"fastq,activ_sars2_vcf,sra","ncbi,gs,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24604977,India,Asia,India: Maharashtra,MinION,environmental,BRS32B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode16,SRP506919,NA,NA,NA,NA,NA,NA,,433,
SRR29080737,AMPLICON,436,110248564,PRJNA1110039,SAMN41453394,SARS-CoV-2: wastewater surveillance,107403152,CSIR-NCL,2023-03-13,public,"fastq,sra,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24604976,India,Asia,India: Maharashtra,MinION,environmental,KOP32B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode15,SRP506919,NA,NA,NA,NA,NA,NA,,432,
SRR29080738,AMPLICON,492,54715633,PRJNA1110039,SAMN41453393,SARS-CoV-2: wastewater surveillance,52866785,CSIR-NCL,2023-03-29,public,"fastq,sra,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24604975,India,Asia,India: Maharashtra,MinION,environmental,AU34B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode13,SRP506919,NA,NA,NA,NA,NA,NA,,431,
SRR29080739,AMPLICON,371,141267599,PRJNA1110039,SAMN41453392,SARS-CoV-2: wastewater surveillance,140187035,CSIR-NCL,2023-03-13,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24604974,India,Asia,India: Maharashtra,MinION,environmental,SMK32B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN142_barcode11,SRP506919,NA,NA,NA,NA,NA,NA,,430,
SRR29080740,AMPLICON,452,127358169,PRJNA1110039,SAMN41453391,SARS-CoV-2: wastewater surveillance,123803611,CSIR-NCL,2023-03-22,public,"sra,activ_sars2_vcf,fastq","s3,ncbi,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24604973,India,Asia,India: Maharashtra,MinION,environmental,AU33A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode09,SRP506919,NA,NA,NA,NA,NA,NA,,429,
SRR29080741,AMPLICON,383,99394248,PRJNA1110039,SAMN41453390,SARS-CoV-2: wastewater surveillance,98606027,CSIR-NCL,2023-03-22,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX24604972,India,Asia,India: Maharashtra,MinION,environmental,AMN33B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode08,SRP506919,NA,NA,NA,NA,NA,NA,,428,
SRR29080742,AMPLICON,376,28100876,PRJNA1110039,SAMN41453389,SARS-CoV-2: wastewater surveillance,27996530,CSIR-NCL,2023-03-21,public,"sra,fastq,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24604971,India,Asia,India: Maharashtra,MinION,environmental,PCMC33B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN142_barcode07,SRP506919,NA,NA,NA,NA,NA,NA,,427,
SRR29080743,AMPLICON,332,58958051,PRJNA1110039,SAMN41453245,SARS-CoV-2: wastewater surveillance,59784643,CSIR-NCL,2022-09-20,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX24604970,India,Asia,India: Maharashtra,MinION,environmental,AU92A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode25,SRP506919,NA,NA,NA,NA,NA,NA,,283,
SRR29080744,AMPLICON,494,178528263,PRJNA1110039,SAMN41453388,SARS-CoV-2: wastewater surveillance,172187741,CSIR-NCL,2023-04-25,public,"fastq,sra,activ_sars2_vcf","ncbi,gs,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24604969,India,Asia,India: Maharashtra,MinION,environmental,SUR44B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode04,SRP506919,NA,NA,NA,NA,NA,NA,,426,
SRR29080745,AMPLICON,522,114254934,PRJNA1110039,SAMN41453387,SARS-CoV-2: wastewater surveillance,109346423,CSIR-NCL,2023-03-20,public,"activ_sars2_vcf,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24604968,India,Asia,India: Maharashtra,MinION,environmental,PNVL34,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode03,SRP506919,NA,NA,NA,NA,NA,NA,,425,
SRR29080746,AMPLICON,430,269454738,PRJNA1110039,SAMN41453386,SARS-CoV-2: wastewater surveillance,263892465,CSIR-NCL,2023-04-24,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24604967,India,Asia,India: Maharashtra,MinION,environmental,TNA44,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode02,SRP506919,NA,NA,NA,NA,NA,NA,,424,
SRR29080747,AMPLICON,529,61765067,PRJNA1110039,SAMN41453385,SARS-CoV-2: wastewater surveillance,59457484,CSIR-NCL,2023-04-20,public,"sra,fastq,activ_sars2_vcf","s3,gs,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24604966,India,Asia,India: Maharashtra,MinION,environmental,AU43B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN142_barcode01,SRP506919,NA,NA,NA,NA,NA,NA,,423,
SRR29080748,AMPLICON,375,12144458,PRJNA1110039,SAMN41453384,SARS-CoV-2: wastewater surveillance,12093685,CSIR-NCL,2022-08-19,public,"sra,activ_sars2_vcf,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX24604965,India,Asia,India: Maharashtra,MinION,environmental,JLN83A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN138_barcode39,SRP506919,NA,NA,NA,NA,NA,NA,,422,
SRR29080749,AMPLICON,426,14469991,PRJNA1110039,SAMN41453383,SARS-CoV-2: wastewater surveillance,14229957,CSIR-NCL,2022-08-30,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24604964,India,Asia,India: Maharashtra,MinION,environmental,AMN85B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode30,SRP506919,NA,NA,NA,NA,NA,NA,,421,
SRR29080750,AMPLICON,454,32621259,PRJNA1110039,SAMN41453382,SARS-CoV-2: wastewater surveillance,31740179,CSIR-NCL,2022-09-07,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX24604963,India,Asia,India: Maharashtra,MinION,environmental,AMN91A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode29,SRP506919,NA,NA,NA,NA,NA,NA,,420,
SRR29080751,AMPLICON,539,25498929,PRJNA1110039,SAMN41453381,SARS-CoV-2: wastewater surveillance,24465689,CSIR-NCL,2022-07-26,public,"sra,fastq,activ_sars2_vcf","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX24604962,India,Asia,India: Maharashtra,MinION,environmental,AMN74B_2,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode28,SRP506919,NA,NA,NA,NA,NA,NA,,419,
SRR29080752,AMPLICON,643,42008812,PRJNA1110039,SAMN41453380,SARS-CoV-2: wastewater surveillance,39679375,CSIR-NCL,2022-07-26,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24604961,India,Asia,India: Maharashtra,MinION,environmental,SUR74B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode26,SRP506919,NA,NA,NA,NA,NA,NA,,418,
SRR29080753,AMPLICON,622,27635813,PRJNA1110039,SAMN41453379,SARS-CoV-2: wastewater surveillance,26163263,CSIR-NCL,2022-07-26,public,"sra,fastq,activ_sars2_vcf","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24604960,India,Asia,India: Maharashtra,MinION,environmental,SUR74A_2,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode25,SRP506919,NA,NA,NA,NA,NA,NA,,417,
SRR29080754,AMPLICON,349,48151413,PRJNA1110039,SAMN41453244,SARS-CoV-2: wastewater surveillance,48715659,CSIR-NCL,2022-06-06,public,"fastq,sra,activ_sars2_vcf","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX24604959,India,Asia,India: Maharashtra,MinION,environmental,ULNR62,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode21,SRP506919,NA,NA,NA,NA,NA,NA,,282,
SRR29080755,AMPLICON,621,32781423,PRJNA1110039,SAMN41453378,SARS-CoV-2: wastewater surveillance,31016845,CSIR-NCL,2022-08-19,public,"sra,activ_sars2_vcf,fastq","s3,ncbi,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24604958,India,Asia,India: Maharashtra,MinION,environmental,BY83,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode22,SRP506919,NA,NA,NA,NA,NA,NA,,416,
SRR29080756,AMPLICON,529,59613744,PRJNA1110039,SAMN41453377,SARS-CoV-2: wastewater surveillance,57268991,CSIR-NCL,2022-08-19,public,"sra,activ_sars2_vcf,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24604957,India,Asia,India: Maharashtra,MinION,environmental,TNA83,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode21,SRP506919,NA,NA,NA,NA,NA,NA,,415,
SRR29080757,AMPLICON,472,32693628,PRJNA1110039,SAMN41453376,SARS-CoV-2: wastewater surveillance,31820347,CSIR-NCL,2022-08-19,public,"activ_sars2_vcf,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX24604956,India,Asia,India: Maharashtra,MinION,environmental,KYN83,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode20,SRP506919,NA,NA,NA,NA,NA,NA,,414,
SRR29080758,AMPLICON,463,33391358,PRJNA1110039,SAMN41453375,SARS-CoV-2: wastewater surveillance,32518167,CSIR-NCL,2022-08-19,public,"fastq,sra,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24604955,India,Asia,India: Maharashtra,MinION,environmental,ULNR83,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode19,SRP506919,NA,NA,NA,NA,NA,NA,,413,
SRR29080759,AMPLICON,471,31966536,PRJNA1110039,SAMN41453374,SARS-CoV-2: wastewater surveillance,31066649,CSIR-NCL,2022-08-19,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX24604954,India,Asia,India: Maharashtra,MinION,environmental,SUR83B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode18,SRP506919,NA,NA,NA,NA,NA,NA,,412,
SRR29080760,AMPLICON,500,29416879,PRJNA1110039,SAMN41453373,SARS-CoV-2: wastewater surveillance,28387623,CSIR-NCL,2022-08-18,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX24604953,India,Asia,India: Maharashtra,MinION,environmental,IKZ83A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN138_barcode17,SRP506919,NA,NA,NA,NA,NA,NA,,411,
SRR29080761,AMPLICON,521,14695431,PRJNA1110039,SAMN41453372,SARS-CoV-2: wastewater surveillance,14158292,CSIR-NCL,2022-08-24,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX24604952,India,Asia,India: Maharashtra,MinION,environmental,PMC84C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN138_barcode16,SRP506919,NA,NA,NA,NA,NA,NA,,410,
SRR29080762,AMPLICON,556,40054348,PRJNA1110039,SAMN41453371,SARS-CoV-2: wastewater surveillance,38302602,CSIR-NCL,2022-08-30,public,"activ_sars2_vcf,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24604951,India,Asia,India: Maharashtra,MinION,environmental,PCMC85A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode15,SRP506919,NA,NA,NA,NA,NA,NA,,409,
SRR29080763,AMPLICON,443,20141497,PRJNA1110039,SAMN41453370,SARS-CoV-2: wastewater surveillance,19688189,CSIR-NCL,2022-08-30,public,"sra,activ_sars2_vcf,fastq","gs,ncbi,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24604950,India,Asia,India: Maharashtra,MinION,environmental,JLN85A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN138_barcode14,SRP506919,NA,NA,NA,NA,NA,NA,,408,
SRR29080764,AMPLICON,877,67587860,PRJNA1110039,SAMN41453369,SARS-CoV-2: wastewater surveillance,62508490,CSIR-NCL,2022-08-30,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX24604949,India,Asia,India: Maharashtra,MinION,environmental,BEED85A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode13,SRP506919,NA,NA,NA,NA,NA,NA,,407,
SRR29080765,AMPLICON,501,83403176,PRJNA1110039,SAMN41453243,SARS-CoV-2: wastewater surveillance,80850463,CSIR-NCL,2022-07-26,public,"activ_sars2_vcf,sra,fastq","ncbi,gs,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24604948,India,Asia,India: Maharashtra,MinION,environmental,AU74B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode20,SRP506919,NA,NA,NA,NA,NA,NA,,281,
SRR29080766,AMPLICON,493,7368559,PRJNA1110039,SAMN41453368,SARS-CoV-2: wastewater surveillance,7168778,CSIR-NCL,2022-08-30,public,"fastq,sra,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24604947,India,Asia,India: Maharashtra,MinION,environmental,AMN85A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:03:00Z,1,RUN138_barcode12,SRP506919,NA,NA,NA,NA,NA,NA,,406,
SRR29080767,AMPLICON,390,20210605,PRJNA1110039,SAMN41453367,SARS-CoV-2: wastewater surveillance,20049824,CSIR-NCL,2022-12-21,public,"fastq,activ_sars2_vcf,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24604946,India,Asia,India: Maharashtra,MinION,environmental,PMC124A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode06,SRP506919,NA,NA,NA,NA,NA,NA,,405,
SRR29080768,AMPLICON,347,43437095,PRJNA1110039,SAMN41453366,SARS-CoV-2: wastewater surveillance,43883889,CSIR-NCL,2022-12-15,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX24604945,India,Asia,India: Maharashtra,MinION,environmental,STR123A_2,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode04,SRP506919,NA,NA,NA,NA,NA,NA,,404,
SRR29080769,AMPLICON,729,22982674,PRJNA1110039,SAMN41453365,SARS-CoV-2: wastewater surveillance,21568611,CSIR-NCL,2022-12-23,public,"fastq,sra,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24604944,India,Asia,India: Maharashtra,MinION,environmental,SUR124B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN138_barcode01,SRP506919,NA,NA,NA,NA,NA,NA,,403,
