Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,run_date (run),Sample Name,Sample_Name,Sequencing_method,sewage_type,SRA Study,Submitter_Id,wastewater/sludge_environmental_package,wastewater_type,geographic_location_(region_and_locality)
ERR9861375,RNA-Seq,502,951532466,PRJEB44932,SAMEA110148895,138463533,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-30,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406453,SAMEA110148895,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148895,19_2021_10_30,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_10_30,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9861376,RNA-Seq,502,883480342,PRJEB44932,SAMEA110148896,159010925,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-31,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406454,SAMEA110148896,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148896,19_2021_10_31,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_10_31,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9861377,RNA-Seq,502,4716972218,PRJEB44932,SAMEA110148897,736748288,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-01,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406455,SAMEA110148897,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148897,19_2021_11_01,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_11_01,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9861378,RNA-Seq,502,1289975344,PRJEB44932,SAMEA110148898,237172446,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-02,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406456,SAMEA110148898,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148898,19_2021_11_02,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_11_02,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9861379,RNA-Seq,502,6176974460,PRJEB44932,SAMEA110148899,861499348,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-27,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406457,SAMEA110148899,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148899,25_2021_10_27,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_10_27,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861380,RNA-Seq,502,4989041660,PRJEB44932,SAMEA110148900,726747770,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-28,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406458,SAMEA110148900,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148900,25_2021_10_28,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_10_28,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861381,RNA-Seq,502,4357404176,PRJEB44932,SAMEA110148901,691915697,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-29,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406459,SAMEA110148901,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148901,25_2021_10_29,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_10_29,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861382,RNA-Seq,502,5207794686,PRJEB44932,SAMEA110148902,681723328,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-30,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406460,SAMEA110148902,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148902,25_2021_10_30,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_10_30,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861383,RNA-Seq,502,712962488,PRJEB44932,SAMEA110148903,145695270,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-31,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406461,SAMEA110148903,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148903,25_2021_10_31,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_10_31,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861384,RNA-Seq,502,4188968618,PRJEB44932,SAMEA110148904,972723421,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-01,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406462,SAMEA110148904,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148904,25_2021_11_01,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_01,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861385,RNA-Seq,502,3942996148,PRJEB44932,SAMEA110148905,677086999,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-11-02,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406463,SAMEA110148905,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-12,SAMEA110148905,25_2021_11_02,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_11_02,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9861386,RNA-Seq,502,2557773834,PRJEB44932,SAMEA110148906,410720214,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-20,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406464,SAMEA110148906,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148906,05_2021_10_20,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_20,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861387,RNA-Seq,502,2549676574,PRJEB44932,SAMEA110148907,363451738,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-21,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406465,SAMEA110148907,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148907,05_2021_10_21,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_21,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861388,RNA-Seq,502,5327820878,PRJEB44932,SAMEA110148908,767088598,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-22,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406466,SAMEA110148908,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148908,05_2021_10_22,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_22,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861389,RNA-Seq,502,1241582042,PRJEB44932,SAMEA110148909,183875780,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-23,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406467,SAMEA110148909,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148909,05_2021_10_23,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_23,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861390,RNA-Seq,502,477090760,PRJEB44932,SAMEA110148910,84216605,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-24,SARS-CoV2,public,"cram,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406468,SAMEA110148910,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148910,05_2021_10_24,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_24,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861391,RNA-Seq,502,1663613442,PRJEB44932,SAMEA110148911,246312581,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-25,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406469,SAMEA110148911,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148911,05_2021_10_25,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_25,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861392,RNA-Seq,502,969299250,PRJEB44932,SAMEA110148912,157315285,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-26,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406470,SAMEA110148912,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148912,05_2021_10_26,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_10_26,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9861393,RNA-Seq,502,6399019602,PRJEB44932,SAMEA110148913,899763918,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-20,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406471,SAMEA110148913,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148913,10_2021_10_20,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_20,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861394,RNA-Seq,502,2628916270,PRJEB44932,SAMEA110148914,558180571,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-21,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406472,SAMEA110148914,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148914,10_2021_10_21,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_21,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861395,RNA-Seq,502,3066590492,PRJEB44932,SAMEA110148915,457854858,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-22,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406473,SAMEA110148915,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148915,10_2021_10_22,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_22,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861396,RNA-Seq,502,4191629720,PRJEB44932,SAMEA110148916,575102339,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-23,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406474,SAMEA110148916,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148916,10_2021_10_23,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_23,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861397,RNA-Seq,502,3194774686,PRJEB44932,SAMEA110148917,462240420,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-24,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406475,SAMEA110148917,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148917,10_2021_10_24,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_24,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861398,RNA-Seq,502,5282546000,PRJEB44932,SAMEA110148918,744335152,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-25,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406476,SAMEA110148918,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148918,10_2021_10_25,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_25,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861399,RNA-Seq,502,5876228268,PRJEB44932,SAMEA110148919,819598761,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-26,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406477,SAMEA110148919,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148919,10_2021_10_26,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_10_26,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9861400,RNA-Seq,502,4534643810,PRJEB44932,SAMEA110148920,798558588,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-20,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406478,SAMEA110148920,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148920,17_2021_10_20,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_10_20,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861401,RNA-Seq,502,4754786372,PRJEB44932,SAMEA110148921,806096824,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-24,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406479,SAMEA110148921,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148921,17_2021_10_24,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_10_24,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9861402,RNA-Seq,502,7112142228,PRJEB44932,SAMEA110148922,1028304948,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-10-25,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9406480,SAMEA110148922,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,Illumina NovaSeq 6000,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-11-05,SAMEA110148922,17_2021_10_25,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_10_25,wastewater/sludge,human waste,GR - Chur - ARA Chur
