Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,collection_date (run),Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,fasta_file (run),geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SAMPLE,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR23702841,AMPLICON,241,514906,PRJNA941107,SAMN33590244,SARS-CoV-2: wastewater surveillance,306723,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/21/21,2021-12-21,public,"bam,activ_sars2_vcf,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX19564504,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-304,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-304,21-304,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702842,AMPLICON,264,131081800,PRJNA941107,SAMN33590243,SARS-CoV-2: wastewater surveillance,18919605,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/21/21,2021-12-21,public,"bam,run.zq,activ_sars2_vcf,sra","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX19564503,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-303,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-303,21-303,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702843,AMPLICON,264,214987413,PRJNA941107,SAMN33590242,SARS-CoV-2: wastewater surveillance,31528752,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/20/21,2021-12-20,public,"activ_sars2_vcf,bam,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19564502,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: GOUDKOPPIES WWTW\, Johannesburg MM\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-302,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-302,21-302,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702844,AMPLICON,263,306291828,PRJNA941107,SAMN33590241,SARS-CoV-2: wastewater surveillance,45118745,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/20/21,2021-12-20,public,"activ_sars2_vcf,bam,sra,run.zq","gs,s3,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX19564501,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: ERWAT VLAKPLAATS WWTW\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-301,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-301,21-301,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702845,AMPLICON,265,319611358,PRJNA941107,SAMN33590240,SARS-CoV-2: wastewater surveillance,45769019,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/14/21,2021-12-14,public,"sra,bam,activ_sars2_vcf,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19564500,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-300,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-300,21-300,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702846,AMPLICON,266,315983717,PRJNA941107,SAMN33590239,SARS-CoV-2: wastewater surveillance,44096403,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/14/21,2021-12-14,public,"run.zq,bam,sra,activ_sars2_vcf","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX19564499,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-298,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-298,21-298,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702847,AMPLICON,265,95334527,PRJNA941107,SAMN33590238,SARS-CoV-2: wastewater surveillance,14207119,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/13/21,2021-12-13,public,"run.zq,sra,bam,activ_sars2_vcf","ncbi,gs,s3","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX19564498,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-297,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-297,21-297,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702848,AMPLICON,266,314886625,PRJNA941107,SAMN33590237,SARS-CoV-2: wastewater surveillance,45626561,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/13/21,2021-12-13,public,"bam,activ_sars2_vcf,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX19564497,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-296,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-296,21-296,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702849,AMPLICON,262,140885202,PRJNA941107,SAMN33590236,SARS-CoV-2: wastewater surveillance,20646023,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/14/21,2021-12-14,public,"activ_sars2_vcf,bam,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX19564496,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-295,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-295,21-295,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702850,AMPLICON,260,10992272,PRJNA941107,SAMN33590235,SARS-CoV-2: wastewater surveillance,1838728,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/14/21,2021-12-14,public,"bam,activ_sars2_vcf,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX19564495,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-294,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-294,21-294,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702851,AMPLICON,297,760272034,PRJNA941107,SAMN33590019,SARS-CoV-2: wastewater surveillance,132665723,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,5/31/21,2021-05-31,public,"sra,run.zq,bam,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19564494,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-022,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-022,21-022,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702852,AMPLICON,265,336267972,PRJNA941107,SAMN33590234,SARS-CoV-2: wastewater surveillance,51602073,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/7/21,2021-12-07,public,"bam,activ_sars2_vcf,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX19564493,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-292,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-292,21-292,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702853,AMPLICON,265,493334183,PRJNA941107,SAMN33590233,SARS-CoV-2: wastewater surveillance,71830909,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/7/21,2021-12-07,public,"activ_sars2_vcf,sra,bam,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX19564492,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-291,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-291,21-291,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702854,AMPLICON,263,220559138,PRJNA941107,SAMN33590232,SARS-CoV-2: wastewater surveillance,32807406,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/7/21,2021-12-07,public,"sra,bam,activ_sars2_vcf,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX19564491,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-290,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-290,21-290,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702855,AMPLICON,261,311245297,PRJNA941107,SAMN33590231,SARS-CoV-2: wastewater surveillance,47372797,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/7/21,2021-12-07,public,"activ_sars2_vcf,run.zq,sra,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19564490,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-289,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-289,21-289,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702856,AMPLICON,265,101133024,PRJNA941107,SAMN33590230,SARS-CoV-2: wastewater surveillance,14290039,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/7/21,2021-12-07,public,"bam,activ_sars2_vcf,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX19564489,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-288,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-288,21-288,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702857,AMPLICON,264,411434466,PRJNA941107,SAMN33590229,SARS-CoV-2: wastewater surveillance,60347234,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/6/21,2021-12-06,public,"bam,sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX19564488,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: GOUDKOPPIES WWTW\, Johannesburg MM\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-287,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-287,21-287,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702858,AMPLICON,264,357436761,PRJNA941107,SAMN33590228,SARS-CoV-2: wastewater surveillance,53140712,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,12/6/21,2021-12-06,public,"sra,bam,run.zq,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX19564487,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: ERWAT VLAKPLAATS WWTW\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-286,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-286,21-286,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702859,AMPLICON,291,452326429,PRJNA941107,SAMN33590227,SARS-CoV-2: wastewater surveillance,97758288,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/30/21,2021-11-30,public,"sra,activ_sars2_vcf,bam,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX19564486,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-283,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-283,21-283,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702860,AMPLICON,291,297028680,PRJNA941107,SAMN33590226,SARS-CoV-2: wastewater surveillance,64390688,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/30/21,2021-11-30,public,"run.zq,sra,bam,activ_sars2_vcf","ncbi,gs,s3","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX19564485,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-281,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-281,21-281,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702861,AMPLICON,291,736373325,PRJNA941107,SAMN33590225,SARS-CoV-2: wastewater surveillance,161572861,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/30/21,2021-11-30,public,"run.zq,activ_sars2_vcf,sra,bam","ncbi,gs,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19564484,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-279,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-279,21-279,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702862,AMPLICON,293,636588356,PRJNA941107,SAMN33590018,SARS-CoV-2: wastewater surveillance,145469138,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,6/1/21,2021-06-01,public,"bam,run.zq,sra,activ_sars2_vcf","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19564483,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0216,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-0216,21-0216,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702863,AMPLICON,274,1545576,PRJNA941107,SAMN33590224,SARS-CoV-2: wastewater surveillance,672080,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/30/21,2021-11-30,public,"sra,bam,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX19564482,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-278,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-278,21-278,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702864,AMPLICON,291,503093844,PRJNA941107,SAMN33590223,SARS-CoV-2: wastewater surveillance,110123007,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/29/21,2021-11-29,public,"activ_sars2_vcf,sra,run.zq,bam","ncbi,gs,s3","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX19564481,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-276,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-276,21-276,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702865,AMPLICON,290,395360965,PRJNA941107,SAMN33590222,SARS-CoV-2: wastewater surveillance,87953929,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,11/29/21,2021-11-29,public,"run.zq,sra,bam,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX19564592,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-275,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-275,21-275,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702866,AMPLICON,166,200755,PRJNA941107,SAMN33590171,SARS-CoV-2: wastewater surveillance,270039,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/5/21,2021-10-05,public,"sra,run.zq,bam,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX19564479,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-200,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-200,21-200,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702867,AMPLICON,270,50050076,PRJNA941107,SAMN33590170,SARS-CoV-2: wastewater surveillance,7696659,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/5/21,2021-10-05,public,"activ_sars2_vcf,sra,bam,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX19564478,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-199,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-199,21-199,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702868,AMPLICON,286,3977587,PRJNA941107,SAMN33590169,SARS-CoV-2: wastewater surveillance,1108435,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/5/21,2021-10-05,public,"run.zq,bam,sra,activ_sars2_vcf","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19564477,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-198,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-198,21-198,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702869,AMPLICON,291,32597754,PRJNA941107,SAMN33590168,SARS-CoV-2: wastewater surveillance,7320738,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,10/4/21,2021-10-04,public,"bam,sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX19564476,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-197,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-197,21-197,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702870,AMPLICON,261,459826,PRJNA941107,SAMN33590167,SARS-CoV-2: wastewater surveillance,357572,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,9/28/21,2021-09-28,public,"bam,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX19564475,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-190,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-190,21-190,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702871,AMPLICON,274,2459981,PRJNA941107,SAMN33590166,SARS-CoV-2: wastewater surveillance,954535,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,9/28/21,2021-09-28,public,"sra,run.zq,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX19564474,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-189,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-189,21-189,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702872,AMPLICON,291,142266520,PRJNA941107,SAMN33590165,SARS-CoV-2: wastewater surveillance,31566579,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,9/20/21,2021-09-20,public,"bam,run.zq,sra,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX19564473,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-184,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-184,21-184,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702873,AMPLICON,293,536404197,PRJNA941107,SAMN33590012,SARS-CoV-2: wastewater surveillance,125261881,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,5/24/21,2021-05-24,public,"bam,run.zq,sra,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX19564472,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: GOUDKOPPIES WWTW\, Johannesburg MM\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0204,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-0204,21-0204,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702874,AMPLICON,292,674553545,PRJNA941107,SAMN33590164,SARS-CoV-2: wastewater surveillance,125710517,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/30/21,2021-08-30,public,"bam,run.zq,activ_sars2_vcf,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX19564471,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-153,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-153,21-153,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702875,AMPLICON,196,32681,PRJNA941107,SAMN33590163,SARS-CoV-2: wastewater surveillance,219933,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/30/21,2021-08-30,public,"bam,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX19564470,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: East Bank waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-152,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-152,21-152,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
